Shipment_ID,Order_ID,Customer_ID,Tracking_Number,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Shipping_Method,Origin_Country,Origin_City,Destination_Country,Destination_City,Weight_KG,Volume_CBM,Number_of_Packages,Shipping_Cost_USD,Customs_Value_USD,Customs_Duty_USD,Insurance_Value_USD,Total_Logistics_Cost_USD,Transit_Days_Estimated,Delay_Days,Carrier_Name,Handler_Employee_ID,Temperature_Controlled,Hazardous_Materials
SHP-0002201,ORD-0002201,CUST-00879,TRK-841502534,12/14/2023,12/20/2023,12/20/2023,Delivered,Express Courier,Qatar,Al Wakrah,Oman,Sohar,24327.72,462.9046,73,149371.29,4958496.23,197362.31,49255.74,395989.34,6,0,DHL Gulf,EMP-00006,No,Yes
SHP-0002202,ORD-0002202,CUST-00721,TRK-750827912,5/27/2019,5/29/2019,11/16/2022,At Customs,Air Freight,Oman,Salalah,Qatar,Al Khor,8907.67,93.5164,2,72984.26,2138938.22,61094.31,6828.25,140906.82,2,0,FedEx Middle East,EMP-00179,Yes,No
SHP-0002203,ORD-0002203,CUST-01058,TRK-341881886,7/24/2021,8/4/2021,11/16/2022,At Customs,Sea Freight,Kuwait,Ahmadi,Qatar,Lusail,22375.74,217.2742,6,41842.74,476875.56,34626.05,1022.34,77491.13,11,0,CMA CGM Middle East,EMP-00137,No,Yes
SHP-0002204,ORD-0002204,CUST-00724,TRK-892944710,1/13/2023,1/17/2023,1/17/2023,Delivered,Express Courier,UAE,Fujairah,Kuwait,Hawalli,30261.56,537.2653,71,453157.12,8124428.33,373363.29,21469.89,847990.3,4,0,MSC Arabian,EMP-00137,No,Yes
SHP-0002205,ORD-0002205,CUST-00600,TRK-380343056,11/30/2022,12/2/2022,12/6/2022,Delivered,Rail Freight,UAE,Sharjah,UAE,Ras Al Khaimah,15848.5,682.4642,72,44542.87,1963809.43,0,10392.11,54934.98,2,4,Aramex,EMP-00287,No,No
SHP-0002206,ORD-0002206,CUST-00330,TRK-315263706,4/11/2023,4/17/2023,11/16/2022,In Transit,Air Freight,UAE,Ajman,Saudi Arabia,Mecca,24831.28,1103.2209,28,342160.81,3977514.01,314692.63,31911.29,688764.73,6,0,Maersk Gulf,EMP-00149,No,Yes
SHP-0002207,ORD-0002207,CUST-00955,TRK-885729830,8/6/2019,8/15/2019,11/16/2022,Delayed,Sea Freight,Saudi Arabia,Taif,Bahrain,Manama,9436.57,99.9237,39,11364.78,377429.4,34748.85,2284.67,48398.3,9,9,GAC Logistics,EMP-00149,Yes,Yes
SHP-0002208,ORD-0002208,CUST-00011,TRK-658890947,12/17/2021,12/24/2021,11/16/2022,In Transit,Road Transport,UAE,Sharjah,Qatar,Al Rayyan,22614.1,1324.8394,64,107229.5,3122148.41,289729.27,18777.95,415736.72,7,0,DHL Gulf,EMP-00298,No,No
SHP-0002209,ORD-0002209,CUST-00589,TRK-956165134,11/13/2023,11/15/2023,11/19/2023,Delivered,Air Freight,Qatar,Doha,Kuwait,Hawalli,4945.29,204.0363,29,19385.17,392891.49,4845.29,3369.98,27600.44,2,4,Red Sea Transport,EMP-00267,Yes,Yes
SHP-0002210,ORD-0002210,CUST-01458,TRK-488867191,5/19/2023,5/23/2023,5/24/2023,Delivered,Express Courier,Bahrain,Hamad Town,Qatar,Doha,45553.34,2387.3054,75,1037418.06,12459154.98,840414.93,49069.85,1926902.84,4,1,Agility Logistics,EMP-00090,Yes,No
SHP-0002211,ORD-0002211,CUST-01129,TRK-252224329,4/18/2025,4/21/2025,11/16/2022,In Transit,Air Freight,Qatar,Al Wakrah,Oman,Nizwa,38961.02,2206.9784,66,540472.04,5151292.31,153253.49,6027.55,699753.08,3,0,UPS Arabia,EMP-00179,Yes,No
SHP-0002212,ORD-0002212,CUST-01164,TRK-890098179,6/20/2022,6/22/2022,6/26/2022,Delivered,Express Courier,Bahrain,Hamad Town,Oman,Sohar,399.99,4.2243,19,8493.6,375265.42,50419.6,3578.27,62491.47,2,4,DHL Gulf,EMP-00208,Yes,Yes
SHP-0002213,ORD-0002213,CUST-00117,TRK-730344643,4/23/2023,4/29/2023,5/3/2023,Delivered,Air Freight,Saudi Arabia,Riyadh,Bahrain,Muharraq,35783.91,1459.1353,26,275739.65,3223555.85,469407.16,22024.22,767171.03,6,4,Middle East Freight Solutions,EMP-00129,No,Yes
SHP-0002214,ORD-0002214,CUST-01186,TRK-979132453,3/24/2025,3/26/2025,11/16/2022,Lost,Express Courier,UAE,Ras Al Khaimah,Saudi Arabia,Dammam,31629.23,3028.5406,94,460893.24,8985826.74,993034.73,23165.95,1477093.92,2,0,Agility Logistics,EMP-00032,No,No
SHP-0002215,ORD-0002215,CUST-01486,TRK-145871059,6/2/2025,6/8/2025,11/16/2022,At Customs,Express Courier,Oman,Sur,UAE,Dubai,43484.79,302.982,89,1071968.92,3159382.15,407450.37,6255.89,1485675.18,6,0,CMA CGM Middle East,EMP-00281,Yes,No
SHP-0002216,ORD-0002216,CUST-01051,TRK-347809541,8/12/2021,8/18/2021,8/23/2021,Delivered,Express Courier,Qatar,Al Rayyan,Saudi Arabia,Dammam,22097.2,1701.1986,47,328796.45,4085010.15,517581.86,32216.28,878594.59,6,5,Gulf Logistics Partners,EMP-00059,Yes,No
SHP-0002217,ORD-0002217,CUST-00788,TRK-805428900,10/2/2020,10/7/2020,11/16/2022,At Customs,Express Courier,Kuwait,Salmiya,UAE,Sharjah,18467.87,1761.6392,23,392258.24,2809630.86,39542.34,19308.46,451109.04,5,0,UPS Arabia,EMP-00198,No,No
SHP-0002218,ORD-0002218,CUST-00799,TRK-510007719,4/8/2025,4/12/2025,11/16/2022,Out for Delivery,Express Courier,Qatar,Al Khor,Kuwait,Ahmadi,12334.41,1051.4609,14,287227.08,6300376.96,944480.21,38079.09,1269786.38,4,0,Arabian Shipping Co.,EMP-00059,No,Yes
SHP-0002219,ORD-0002219,CUST-00829,TRK-137267901,4/25/2021,5/1/2021,11/16/2022,Out for Delivery,Road Transport,Saudi Arabia,Taif,Qatar,Lusail,44369.33,3440.7502,34,94246.25,4468793.97,625732.81,31332.69,751311.75,6,0,Desert Express Logistics,EMP-00079,Yes,No
SHP-0002220,ORD-0002220,CUST-00568,TRK-857230832,10/14/2021,10/19/2021,11/16/2022,At Warehouse,Air Freight,Qatar,Al Khor,Oman,Sohar,7520.3,419.7054,31,35447.11,109211.57,3938.79,171.31,39557.21,5,0,GAC Logistics,EMP-00179,No,Yes
SHP-0002221,ORD-0002221,CUST-01395,TRK-706501190,7/19/2020,7/28/2020,11/16/2022,At Warehouse,Sea Freight,Qatar,Al Khor,Bahrain,Manama,41679.59,2257.9343,80,38633.8,1763433.32,163201.68,10483.43,212318.91,9,0,Gulf Logistics Partners,EMP-00288,Yes,Yes
SHP-0002222,ORD-0002222,CUST-01056,TRK-498163496,7/19/2022,7/25/2022,11/16/2022,At Customs,Air Freight,Bahrain,Muharraq,Qatar,Doha,21089.24,1318.7629,37,306205.72,13623321.24,1070311.54,50807.38,1427324.64,6,0,MSC Arabian,EMP-00169,Yes,Yes
SHP-0002223,ORD-0002223,CUST-00667,TRK-201844279,4/5/2025,4/17/2025,11/16/2022,At Customs,Sea Freight,Kuwait,Kuwait City,UAE,Fujairah,24817.69,853.7475,15,66665.1,728336.29,3890.96,6390.75,76946.81,12,0,MSC Arabian,EMP-00255,Yes,No
SHP-0002224,ORD-0002224,CUST-01499,TRK-176221974,2/1/2019,2/3/2019,11/16/2022,In Transit,Express Courier,Kuwait,Ahmadi,UAE,Abu Dhabi,38303.21,3381.7805,73,466467.39,14150433.36,501531.41,115958.74,1083957.54,2,0,Hapag-Lloyd Gulf,EMP-00149,No,No
SHP-0002226,ORD-0002226,CUST-00336,TRK-660841238,12/23/2024,12/29/2024,12/29/2024,Delivered,Road Transport,Qatar,Lusail,Saudi Arabia,Jubail,46354.04,3256.2553,48,116067.58,4813038.05,437912.18,11616.73,565596.49,6,0,Gulf Logistics Partners,EMP-00217,Yes,No
SHP-0002227,ORD-0002227,CUST-00405,TRK-290104601,6/4/2020,6/10/2020,6/11/2020,Delivered,Road Transport,Bahrain,Manama,Oman,Sur,30431.86,1551.2595,48,44427.56,1656345.44,193284.45,3964.66,241676.67,6,1,Evergreen Gulf Services,EMP-00137,No,No
SHP-0002228,ORD-0002228,CUST-01291,TRK-312858585,10/24/2021,11/5/2021,11/16/2022,In Transit,Sea Freight,Kuwait,Ahmadi,Bahrain,Isa Town,12734.02,649.5132,23,26219.21,567037.57,78097.61,2483.97,106800.79,12,0,UPS Arabia,EMP-00148,No,Yes
SHP-0002229,ORD-0002229,CUST-00053,TRK-892436996,12/5/2020,12/10/2020,12/9/2020,Delivered,Road Transport,Saudi Arabia,Medina,Bahrain,Muharraq,42238.87,115.7342,87,173351.55,8557049.72,15027.81,15175.13,203554.49,5,0,Middle East Freight Solutions,EMP-00189,No,Yes
SHP-0002230,ORD-0002230,CUST-01155,TRK-793453089,1/13/2022,1/17/2022,11/16/2022,At Customs,Road Transport,Saudi Arabia,Jeddah,Bahrain,Hamad Town,22334.07,820.8841,13,44761.69,1855726.96,91532.76,6248.72,142543.17,4,0,GAC Logistics,EMP-00117,Yes,No
SHP-0002231,ORD-0002231,CUST-01131,TRK-208358358,10/8/2020,10/15/2020,10/14/2020,Delivered,Road Transport,Qatar,Al Rayyan,Saudi Arabia,Khobar,23162.98,972.2385,37,105586.04,4218507.34,280589.03,26038.61,412213.68,7,0,Aramex,EMP-00208,Yes,No
SHP-0002232,ORD-0002232,CUST-00966,TRK-637602768,6/1/2024,6/2/2024,11/16/2022,At Warehouse,Express Courier,Bahrain,Hamad Town,Oman,Sur,17735.05,1643.5494,59,376330.21,11477366.09,1428515.2,11965.47,1816810.88,1,0,Hapag-Lloyd Gulf,EMP-00090,No,Yes
SHP-0002233,ORD-0002233,CUST-00001,TRK-525757515,12/19/2021,12/21/2021,11/16/2022,In Transit,Air Freight,Qatar,Doha,Saudi Arabia,Dammam,34973.29,1949.0555,39,445186.9,21707669.37,191414.8,44489.54,681091.24,2,0,Desert Express Logistics,EMP-00044,No,No
SHP-0002234,ORD-0002234,CUST-00945,TRK-988824530,2/27/2019,3/7/2019,3/10/2019,Delivered,Road Transport,Saudi Arabia,Mecca,UAE,Ras Al Khaimah,36603.51,2128.1626,70,162311.69,1406017.24,78385.65,5892.04,246589.38,8,3,Desert Express Logistics,EMP-00246,No,No
SHP-0002235,ORD-0002235,CUST-00743,TRK-123741055,8/14/2020,8/19/2020,11/16/2022,At Warehouse,Road Transport,Qatar,Lusail,Saudi Arabia,Jeddah,26140.47,2216.4468,98,30694.77,1160413.63,55803.98,7816.11,94314.86,5,0,Gulf Logistics Partners,EMP-00267,No,Yes
SHP-0002236,ORD-0002236,CUST-01356,TRK-132171572,10/15/2020,10/18/2020,11/16/2022,Lost,Express Courier,Kuwait,Jahra,Saudi Arabia,Dammam,20686.23,1721.6256,12,215998.03,5418362,718335.25,34653.7,968986.98,3,0,Arabian Shipping Co.,EMP-00267,Yes,No
SHP-0002237,ORD-0002237,CUST-00972,TRK-474731616,2/6/2024,2/7/2024,11/16/2022,Out for Delivery,Sea Freight,Oman,Sohar,Oman,Muscat,11398.02,217.5776,54,10636.76,400698.12,0,3066.62,13703.38,1,0,Desert Express Logistics,EMP-00137,No,Yes
SHP-0002238,ORD-0002238,CUST-00362,TRK-630446295,7/22/2023,7/24/2023,7/28/2023,Delivered,Air Freight,Bahrain,Hamad Town,Saudi Arabia,Khobar,45189.88,4278.2252,85,437240.39,21253487.27,2733019.75,117189.03,3287449.17,2,4,Hapag-Lloyd Gulf,EMP-00044,Yes,No
SHP-0002239,ORD-0002239,CUST-00268,TRK-614754580,2/12/2021,2/15/2021,11/16/2022,In Transit,Express Courier,Kuwait,Ahmadi,UAE,Ras Al Khaimah,45234.93,4077.8046,77,671645.91,7651031.6,280964.4,36171.78,988782.09,3,0,GAC Logistics,EMP-00205,No,Yes
SHP-0002240,ORD-0002240,CUST-00498,TRK-856397126,6/6/2023,6/11/2023,11/16/2022,In Transit,Road Transport,Oman,Salalah,Saudi Arabia,Jubail,38210.57,2597.735,93,133925.09,4964521.79,105065.96,45957.92,284948.97,5,0,Aramex,EMP-00264,Yes,No
SHP-0002241,ORD-0002241,CUST-00509,TRK-272070203,11/11/2022,11/20/2022,11/18/2022,Delivered,Sea Freight,Oman,Sur,Bahrain,Hamad Town,25033.35,1452.8611,56,25632.66,78429.9,9122.11,766.64,35521.41,9,0,Gulf Logistics Partners,EMP-00246,No,No
SHP-0002242,ORD-0002242,CUST-01316,TRK-148012406,6/6/2024,6/9/2024,11/16/2022,Out for Delivery,Road Transport,Bahrain,Isa Town,Kuwait,Hawalli,16963.6,1107.4595,66,23242.68,527718.22,66126.49,926.27,90295.44,3,0,Maersk Gulf,EMP-00286,No,Yes
SHP-0002243,ORD-0002243,CUST-00992,TRK-114944621,9/16/2025,9/28/2025,11/16/2022,In Transit,Sea Freight,Kuwait,Hawalli,Bahrain,Isa Town,35207.96,181.6327,49,75918.18,3536370.26,181703.69,10203.9,267825.77,12,0,Kanoo Shipping,EMP-00117,Yes,Yes
SHP-0002244,ORD-0002244,CUST-00091,TRK-512589652,5/1/2019,5/4/2019,5/9/2019,Delivered,Express Courier,Oman,Nizwa,Bahrain,Hamad Town,20597.42,1658.6029,57,200187.89,1179824.98,153302.59,10297.7,363788.18,3,5,Red Sea Transport,EMP-00267,No,No
SHP-0002245,ORD-0002245,CUST-00132,TRK-241743562,4/11/2021,4/23/2021,4/27/2021,Delivered,Sea Freight,Saudi Arabia,Jeddah,Kuwait,Hawalli,27189.44,1472.5887,57,74170.2,847025.28,24872.71,2508.56,101551.47,12,4,Maersk Gulf,EMP-00149,No,Yes
SHP-0002247,ORD-0002247,CUST-00219,TRK-819458877,10/26/2019,10/31/2019,11/2/2019,Delivered,Road Transport,Saudi Arabia,Khobar,Oman,Sur,27368.83,1993.179,93,127880.28,6102671.9,385088.81,15470.82,528439.91,5,2,Hapag-Lloyd Gulf,EMP-00189,No,Yes
SHP-0002248,ORD-0002248,CUST-01121,TRK-899288499,9/29/2023,10/5/2023,11/16/2022,In Transit,Road Transport,Oman,Salalah,UAE,Sharjah,43758.98,1619.5008,89,126708.14,2185991.61,57456.54,18084.08,202248.76,6,0,Red Sea Transport,EMP-00033,Yes,No
SHP-0002249,ORD-0002249,CUST-00780,TRK-351488207,6/21/2025,7/2/2025,7/7/2025,Delivered,Sea Freight,Oman,Nizwa,Saudi Arabia,Dammam,9945.81,564.7858,84,9039.74,346475.15,41469.71,1078.21,51587.66,11,5,COSCO Shipping Gulf,EMP-00189,No,Yes
SHP-0002250,ORD-0002250,CUST-01307,TRK-736875335,4/22/2024,4/29/2024,11/16/2022,Lost,Air Freight,Saudi Arabia,Mecca,UAE,Abu Dhabi,12091.52,493.8167,25,69336.41,2763047.88,69617.19,21101.99,160055.59,7,0,UPS Arabia,EMP-00189,No,Yes
SHP-0002251,ORD-0002251,CUST-00760,TRK-170704353,8/23/2019,8/28/2019,11/16/2022,At Customs,Express Courier,Qatar,Al Rayyan,Kuwait,Ahmadi,41614.3,2272.0625,54,424165.27,16096220.02,1532488.48,127317.24,2083970.99,5,0,Gulf Logistics Partners,EMP-00246,No,Yes
SHP-0002252,ORD-0002252,CUST-00091,TRK-424462963,9/22/2024,9/25/2024,9/23/2024,Delivered,Road Transport,Kuwait,Ahmadi,Bahrain,Hamad Town,42389.05,3013.8827,92,83168.65,3550598.61,188024.19,28027.66,299220.5,3,0,Al Futtaim Logistics,EMP-00268,No,Yes
SHP-0002253,ORD-0002253,CUST-00425,TRK-127431015,11/16/2022,11/23/2022,11/28/2022,Delivered,Road Transport,Oman,Muscat,Kuwait,Salmiya,11466.93,738.8048,71,50191.98,1370150.6,174948.54,10939.45,236079.97,7,5,Agility Logistics,EMP-00119,No,Yes
SHP-0002254,ORD-0002254,CUST-00252,TRK-869749570,2/6/2020,2/8/2020,11/16/2022,At Customs,Road Transport,Qatar,Al Khor,Qatar,Lusail,45280.92,2256.8031,84,223474.7,9433799.9,0,84105.98,307580.68,2,0,Desert Express Logistics,EMP-00208,Yes,No
SHP-0002255,ORD-0002255,CUST-01342,TRK-657877782,10/25/2021,11/6/2021,11/8/2021,Delivered,Sea Freight,Oman,Nizwa,Saudi Arabia,Taif,18336.71,980.1603,37,38055.08,344228.56,50908.96,2051.84,91015.88,12,2,Gulf Logistics Partners,EMP-00117,No,Yes
SHP-0002257,ORD-0002257,CUST-01019,TRK-187072148,2/1/2021,2/3/2021,11/16/2022,In Transit,Air Freight,Saudi Arabia,Dammam,Saudi Arabia,Khobar,28311.47,217.489,72,103847.4,4367023.13,0,15822.07,119669.47,2,0,FedEx Middle East,EMP-00229,Yes,Yes
SHP-0002258,ORD-0002258,CUST-00130,TRK-694308041,9/23/2019,9/27/2019,11/16/2022,In Transit,Sea Freight,Saudi Arabia,Dammam,Saudi Arabia,Medina,6305.03,263.7914,66,15733.25,540033.38,0,1791.44,17524.69,4,0,Maersk Gulf,EMP-00268,No,Yes
SHP-0002259,ORD-0002259,CUST-00814,TRK-863663089,7/10/2019,7/16/2019,11/16/2022,In Transit,Air Freight,Oman,Nizwa,Oman,Salalah,6986.97,532.8124,40,88032.52,4255706.58,0,19449.21,107481.73,6,0,Agility Logistics,EMP-00137,No,No
SHP-0002260,ORD-0002260,CUST-00706,TRK-681843078,6/23/2019,6/28/2019,6/27/2019,Delivered,Air Freight,Kuwait,Jahra,Bahrain,Muharraq,46131.19,1036.8018,48,597114.07,18403111.59,1597161.01,154874.88,2349149.96,5,0,MSC Arabian,EMP-00137,Yes,Yes
SHP-0002261,ORD-0002261,CUST-00012,TRK-849665106,8/31/2019,9/3/2019,9/8/2019,Delivered,Road Transport,Oman,Salalah,Saudi Arabia,Medina,35962.46,664.2522,65,155426.07,4351206.76,128197.13,8094.36,291717.56,3,5,Al Futtaim Logistics,EMP-00208,No,Yes
SHP-0002262,ORD-0002262,CUST-00313,TRK-629635484,6/2/2019,6/7/2019,6/6/2019,Delivered,Sea Freight,Saudi Arabia,Jubail,Saudi Arabia,Medina,47090.97,646.0351,21,105279.51,3093057.68,0,26695.42,131974.93,5,0,Pearl Harbor Freight,EMP-00032,No,Yes
SHP-0002263,ORD-0002263,CUST-00377,TRK-105571487,8/25/2020,8/29/2020,11/16/2022,At Customs,Road Transport,Oman,Sohar,Qatar,Doha,35304.04,1086.4551,36,43797.73,667362.59,72769.05,2828.03,119394.81,4,0,Arabian Shipping Co.,EMP-00189,Yes,Yes
SHP-0002264,ORD-0002264,CUST-00136,TRK-394646372,8/6/2022,8/8/2022,8/6/2022,Delivered,Air Freight,Oman,Sur,Saudi Arabia,Khobar,48257.24,1605.0687,37,219014.45,10683515.89,612668.63,43201.26,874884.34,2,0,UPS Arabia,EMP-00079,Yes,Yes
SHP-0002265,ORD-0002265,CUST-00903,TRK-616404544,2/14/2024,2/19/2024,11/16/2022,At Warehouse,Air Freight,Saudi Arabia,Khobar,Bahrain,Muharraq,342.44,5.2872,82,2097.77,29658.4,952.04,154.14,3203.95,5,0,DHL Gulf,EMP-00198,Yes,Yes
SHP-0002267,ORD-0002267,CUST-00492,TRK-558342033,1/26/2021,1/31/2021,11/16/2022,At Warehouse,Express Courier,Qatar,Al Wakrah,Kuwait,Jahra,48523.76,2306.0869,44,401295.78,9763715.91,463530.37,40811.09,905637.24,5,0,Aramex,EMP-00033,No,No
SHP-0002268,ORD-0002268,CUST-01163,TRK-864476661,12/9/2021,12/13/2021,11/16/2022,At Warehouse,Road Transport,Saudi Arabia,Khobar,Saudi Arabia,Jeddah,39673.34,2065.8968,40,87224.2,1739987.19,0,16704.33,103928.53,4,0,FedEx Middle East,EMP-00032,Yes,No
SHP-0002269,ORD-0002269,CUST-01466,TRK-648913732,7/24/2019,7/28/2019,11/16/2022,In Transit,Road Transport,Kuwait,Ahmadi,Kuwait,Salmiya,12529.31,47.1862,3,29967.38,292423.74,0,631.87,30599.25,4,0,FedEx Middle East,EMP-00287,No,No
SHP-0002270,ORD-0002270,CUST-00024,TRK-615806676,1/31/2022,2/4/2022,11/16/2022,In Transit,Air Freight,Saudi Arabia,Khobar,Qatar,Lusail,2355.11,108.1861,34,19952.01,937970.61,97116.2,4593.51,121661.72,4,0,Maersk Gulf,EMP-00217,Yes,Yes
SHP-0002271,ORD-0002271,CUST-00421,TRK-163407529,9/14/2020,9/23/2020,9/24/2020,Delivered,Sea Freight,Oman,Sohar,Qatar,Al Khor,46554.96,2707.2171,25,81454.59,2375127.03,194690.7,21997.26,298142.55,9,1,Desert Express Logistics,EMP-00133,Yes,Yes
SHP-0002272,ORD-0002272,CUST-00370,TRK-233798840,2/21/2025,2/25/2025,2/24/2025,Delivered,Express Courier,Kuwait,Jahra,Bahrain,Riffa,48890.62,3742.3745,36,1153111.56,51559027.81,4275829.68,242022.15,5670963.39,4,0,DHL Gulf,EMP-00032,Yes,Yes
SHP-0002274,ORD-0002274,CUST-00306,TRK-686420411,6/30/2024,7/6/2024,11/16/2022,In Transit,Air Freight,Saudi Arabia,Taif,Bahrain,Manama,44665.95,2202.3141,13,198073.84,9145166.1,959139.03,30442.58,1187655.45,6,0,Pearl Harbor Freight,EMP-00148,Yes,Yes
SHP-0002275,ORD-0002275,CUST-00122,TRK-321938992,7/24/2019,8/1/2019,11/16/2022,In Transit,Road Transport,Kuwait,Salmiya,Qatar,Al Rayyan,18144.12,758.3849,7,26679.8,962345.97,119011.26,1763.2,147454.26,8,0,Red Sea Transport,EMP-00205,No,Yes
SHP-0002276,ORD-0002276,CUST-00315,TRK-345254386,3/22/2023,3/28/2023,11/16/2022,In Transit,Express Courier,Bahrain,Riffa,Bahrain,Hamad Town,13974.14,1056.4097,41,76174.81,576299.02,0,634.59,76809.4,6,0,Evergreen Gulf Services,EMP-00117,No,Yes
SHP-0002277,ORD-0002277,CUST-00288,TRK-415361277,10/21/2021,10/22/2021,10/25/2021,Delivered,Air Freight,Kuwait,Salmiya,Kuwait,Hawalli,23300.41,1095.7836,16,185678.55,664487.69,0,6504.91,192183.46,1,3,COSCO Shipping Gulf,EMP-00133,Yes,No
SHP-0002278,ORD-0002278,CUST-00870,TRK-627127125,12/22/2019,1/3/2020,1/6/2020,Delivered,Sea Freight,Bahrain,Manama,Kuwait,Jahra,2989.71,250.4064,6,6883.19,13727.76,1638.57,64.2,8585.96,12,3,FedEx Middle East,EMP-00267,No,No
SHP-0002279,ORD-0002279,CUST-00838,TRK-847080936,1/2/2019,1/14/2019,1/12/2019,Delivered,Sea Freight,Saudi Arabia,Mecca,Kuwait,Hawalli,21366.18,1969.4004,12,28094.97,31843.49,4484.04,237.86,32816.87,12,0,Kanoo Shipping,EMP-00286,No,No
SHP-0002280,ORD-0002280,CUST-00461,TRK-494862541,4/14/2020,4/17/2020,4/17/2020,Delivered,Road Transport,Qatar,Al Khor,Oman,Nizwa,15408.3,632.6552,26,66177.6,2454225.13,322523.85,23048.22,411749.67,3,0,UPS Arabia,EMP-00119,Yes,Yes
SHP-0002281,ORD-0002281,CUST-01395,TRK-262287304,12/21/2019,12/26/2019,11/16/2022,In Transit,Air Freight,Qatar,Al Wakrah,Bahrain,Manama,6772.4,261.1265,86,73801.32,472582.48,59965.18,1316.52,135083.02,5,0,Evergreen Gulf Services,EMP-00267,No,No
SHP-0002282,ORD-0002282,CUST-00011,TRK-566318844,1/15/2025,1/21/2025,11/16/2022,At Customs,Road Transport,Bahrain,Hamad Town,Qatar,Al Rayyan,34788.51,211.3741,8,138450.02,5655142.06,798933.64,24662.32,962045.98,6,0,Aramex,EMP-00298,Yes,No
SHP-0002283,ORD-0002283,CUST-01111,TRK-857032817,5/26/2023,5/30/2023,6/1/2023,Delivered,Air Freight,Bahrain,Muharraq,UAE,Ras Al Khaimah,18253.21,613.7896,29,79196,1828987.91,17039.53,11437.76,107673.29,4,2,Kanoo Shipping,EMP-00079,No,No
SHP-0002284,ORD-0002284,CUST-01166,TRK-323725570,4/16/2020,4/23/2020,4/23/2020,Delivered,Sea Freight,Qatar,Al Wakrah,Kuwait,Salmiya,41713.32,939.2364,35,55723.02,463488.14,58155.09,1870.63,115748.74,7,0,Aramex,EMP-00286,No,Yes
SHP-0002285,ORD-0002285,CUST-01302,TRK-217106099,5/4/2025,5/9/2025,5/10/2025,Delivered,Road Transport,Oman,Sur,Kuwait,Ahmadi,24344.64,2278.6185,78,89113.77,3089321.16,113220.7,4783.75,207118.22,5,1,UPS Arabia,EMP-00148,Yes,Yes
SHP-0002286,ORD-0002286,CUST-01462,TRK-643516204,8/24/2025,8/29/2025,8/31/2025,Delivered,Road Transport,Bahrain,Muharraq,Saudi Arabia,Dammam,10876.76,1002.3742,89,32759.05,641382.24,8054.36,1229.34,42042.75,5,2,Pearl Harbor Freight,EMP-00198,Yes,No
SHP-0002287,ORD-0002287,CUST-00055,TRK-131939903,8/20/2024,8/23/2024,8/22/2024,Delivered,Express Courier,Saudi Arabia,Jeddah,Saudi Arabia,Jeddah,41332.48,3378.1067,18,855000.97,22078639.16,0,50338.99,905339.96,3,0,DHL Gulf,EMP-00208,Yes,Yes
SHP-0002288,ORD-0002288,CUST-01413,TRK-794124859,4/10/2021,4/17/2021,4/19/2021,Delivered,Sea Freight,Bahrain,Riffa,Kuwait,Ahmadi,31505.08,1264.571,2,45089.36,833031.01,39436.25,7165.84,91691.45,7,2,GAC Logistics,EMP-00255,No,No
SHP-0002289,ORD-0002289,CUST-00200,TRK-472038353,11/12/2020,11/19/2020,11/18/2020,Delivered,Rail Freight,Oman,Salalah,Qatar,Al Wakrah,15060,161.4784,16,35112.98,531396.86,5411.17,4398.22,44922.37,7,0,Gulf Logistics Partners,EMP-00179,No,No
SHP-0002290,ORD-0002290,CUST-00417,TRK-801465574,2/1/2023,2/5/2023,11/16/2022,In Transit,Road Transport,Qatar,Al Khor,Bahrain,Muharraq,43438.16,379.8185,56,77286.25,1089997.14,69431.94,7776.26,154494.45,4,0,COSCO Shipping Gulf,EMP-00217,Yes,Yes
SHP-0002291,ORD-0002291,CUST-01246,TRK-971090930,11/11/2025,11/14/2025,11/12/2025,Delivered,Air Freight,UAE,Dubai,Qatar,Doha,38635.72,2071.315,33,325979.96,15041477.43,956416.66,119217.34,1401613.96,3,0,GAC Logistics,EMP-00119,No,Yes
SHP-0002292,ORD-0002292,CUST-01030,TRK-985760883,8/5/2023,8/9/2023,8/10/2023,Delivered,Air Freight,UAE,Fujairah,Oman,Sur,47719.84,1764.501,81,154792.58,5596886.27,332183.11,40999.07,527974.76,4,1,CMA CGM Middle East,EMP-00267,Yes,No
SHP-0002293,ORD-0002293,CUST-00347,TRK-364893202,4/24/2020,4/30/2020,11/16/2022,Returned to Sender,Rail Freight,UAE,Sharjah,Kuwait,Jahra,31214.32,345,67,121153.3,873931.33,107106.45,7903.86,236163.61,6,0,Red Sea Transport,EMP-00287,Yes,No
SHP-0002294,ORD-0002294,CUST-00686,TRK-854878819,8/6/2024,8/12/2024,8/11/2024,Delivered,Express Courier,Saudi Arabia,Mecca,Oman,Sohar,15685.82,1126.0499,2,158865.33,1827542.62,159498.2,17287.41,335650.94,6,0,Al Futtaim Logistics,EMP-00264,Yes,Yes
SHP-0002295,ORD-0002295,CUST-00192,TRK-229245489,5/7/2020,5/9/2020,5/13/2020,Delivered,Express Courier,Saudi Arabia,Khobar,Kuwait,Jahra,25182.5,1206.0306,89,600044.64,14384318.86,876542.7,19613.44,1496200.78,2,4,Gulf Logistics Partners,EMP-00281,Yes,No
